5, 0000.09375, 01, 11526.79959, 1336000.08895,-1591.76000, 81057.25280, 1.02956,-0.02911, 11532.36251, 1336622.59437,-1591.76000, 81057.25280, 1.03004,-0.02912, 11542.82585, 1337842.62241,-1591.76000, 81057.25280, 1.03098,-0.02915, 2894.20175, 335463.57195,-1591.76000, 81057.25280, 1.03408,-0.02923, 2898.98059, 336003.34253,-1591.76000, 81057.25280, 1.03574,-0.02928, 2896.37533, 335711.53580,-1591.76000, 81057.25280, 1.03484,-0.02925,
5, 0000.28125, 03, 11522.99061, 445100.59967,-1591.76000, 26991.29567, 1.02552,-0.08716, 11528.62285, 445308.10208,-1591.76000, 26991.29567, 1.02600,-0.08720, 11538.91849, 445714.73336,-1591.76000, 26991.29567, 1.02693,-0.08728, 2893.35906, 111762.62294,-1591.76000, 26991.29567, 1.03001,-0.08754, 2898.04952, 111942.50107,-1591.76000, 26991.29567, 1.03167,-0.08768, 2895.52025, 111845.27959,-1591.76000, 26991.29567, 1.03077,-0.08761,
5, 0000.46875, 05, 11522.65459, 266954.76796,-1591.76000, 16161.41050, 1.01811,-0.14484, 11528.25228, 267079.20426,-1591.76000, 16161.41050, 1.01859,-0.14490, 11538.55399, 267323.01007,-1591.76000, 16161.41050, 1.01952,-0.14504, 2893.20783, 67031.20811,-1591.76000, 16161.41050, 1.02257,-0.14547, 2897.92637, 67139.05692,-1591.76000, 16161.41050, 1.02422,-0.14570, 2895.41942, 67080.79545,-1591.76000, 16161.41050, 1.02333,-0.14558,
5, 0000.65625, 07, 11520.66100, 190534.59098,-1591.76000, 11508.07755, 1.00687,-0.20184, 11526.23835, 190623.44762,-1591.76000, 11508.07755, 1.00734,-0.20193, 11536.44408, 190797.43133,-1591.76000, 11508.07755, 1.00826,-0.20211, 2892.66549, 47842.53329,-1591.76000, 11508.07755, 1.01129,-0.20272, 2897.37217, 47919.49722,-1591.76000, 11508.07755, 1.01291,-0.20304, 2894.78607, 47877.88969,-1591.76000, 11508.07755, 1.01203,-0.20287,
5, 0000.84375, 09, 11513.65172, 147984.04732,-1591.76000, 8913.56083, 0.99159,-0.25781, 11519.15941, 148053.09527,-1591.76000, 8913.56083, 0.99206,-0.25793, 11529.50718, 148188.18733,-1591.76000, 8913.56083, 0.99296,-0.25816, 2890.93950, 37158.13945,-1591.76000, 8913.56083, 0.99594,-0.25893, 2895.65571, 37217.91169,-1591.76000, 8913.56083, 0.99754,-0.25935, 2893.09322, 37185.63662,-1591.76000, 8913.56083, 0.99668,-0.25913,
5, 0001.03125, 11, 11509.49858, 120914.35602,-1591.76000, 7254.83180, 0.97307,-0.31265, 11515.00373, 120970.73817,-1591.76000, 7254.83180, 0.97353,-0.31280, 11525.33153, 121081.17150,-1591.76000, 7254.83180, 0.97442,-0.31308, 2889.81210, 30361.08260,-1591.76000, 7254.83180, 0.97734,-0.31402, 2894.54557, 30409.87843,-1591.76000, 7254.83180, 0.97891,-0.31452, 2891.97372, 30383.52353,-1591.76000, 7254.83180, 0.97806,-0.31425,
5, 0001.21875, 13, 11504.92398, 102149.94099,-1591.76000, 6099.94816, 0.95110,-0.36607, 11510.49576, 102197.51187,-1591.76000, 6099.94816, 0.95155,-0.36624, 11520.84222, 102290.82820,-1591.76000, 6099.94816, 0.95242,-0.36657, 2888.75701, 25649.49490,-1591.76000, 6099.94816, 0.95528,-0.36767, 2893.49830, 25690.75973,-1591.76000, 6099.94816, 0.95681,-0.36826, 2890.92285, 25668.43872,-1591.76000, 6099.94816, 0.95598,-0.36794,
5, 0001.40625, 15, 11494.57433, 88326.24251,-1591.76000, 5247.32949, 0.92536,-0.41761, 11500.14436, 88367.36959,-1591.76000, 5247.32949, 0.92579,-0.41781, 11510.46053, 88448.07008,-1591.76000, 5247.32949, 0.92663,-0.41819, 2886.15536, 22178.39715,-1591.76000, 5247.32949, 0.92942,-0.41944, 2890.89421, 22214.07932,-1591.76000, 5247.32949, 0.93091,-0.42012, 2888.32110, 22194.74849,-1591.76000, 5247.32949, 0.93010,-0.41975,
5, 0001.59375, 17, 11486.03037, 77752.01124,-1591.76000, 4590.25012, 0.89661,-0.46731, 11491.65319, 77788.24160,-1591.76000, 4590.25012, 0.89703,-0.46753, 11501.87745, 77859.32066,-1591.76000, 4590.25012, 0.89785,-0.46795, 2883.98788, 19523.21703,-1591.76000, 4590.25012, 0.90054,-0.46935, 2888.66394, 19554.64068,-1591.76000, 4590.25012, 0.90199,-0.47011, 2886.17741, 19537.61720,-1591.76000, 4590.25012, 0.90120,-0.46970,
5, 0001.78125, 19, 11478.67336, 69396.99733,-1591.76000, 4066.91539, 0.86494,-0.51494, 11484.24140, 69429.30773,-1591.76000, 4066.91539, 0.86535,-0.51518, 11494.49044, 69492.68252,-1591.76000, 4066.91539, 0.86614,-0.51565, 2882.17202, 17425.27421,-1591.76000, 4066.91539, 0.86874,-0.51719, 2886.85884, 17453.30728,-1591.76000, 4066.91539, 0.87013,-0.51802, 2884.29676, 17438.13151,-1591.76000, 4066.91539, 0.86938,-0.51757,
5, 0001.96875, 21, 11465.02344, 62587.03704,-1591.76000, 3639.06572, 0.82999,-0.55995, 11470.53205, 62616.25239,-1591.76000, 3639.06572, 0.83037,-0.56022, 11480.74242, 62673.39037,-1591.76000, 3639.06572, 0.83113,-0.56072, 2878.79262, 15715.39962,-1591.76000, 3639.06572, 0.83363,-0.56241, 2883.50081, 15740.66223,-1591.76000, 3639.06572, 0.83497,-0.56332, 2880.92455, 15726.98776,-1591.76000, 3639.06572, 0.83424,-0.56282,
5, 0002.15625, 23, 11451.67131, 56951.55651,-1591.76000, 3281.74382, 0.79242,-0.60245, 11457.22784, 56978.13480,-1591.76000, 3281.74382, 0.79279,-0.60273, 11467.40420, 57030.18375,-1591.76000, 3281.74382, 0.79352,-0.60328, 2875.41408, 14300.30784,-1591.76000, 3281.74382, 0.79590,-0.60508, 2880.10903, 14323.32128,-1591.76000, 3281.74382, 0.79718,-0.60606, 2877.55382, 14310.86858,-1591.76000, 3281.74382, 0.79648,-0.60553,
5, 0002.34375, 25, 11440.76048, 52218.57420,-1591.76000, 2977.97350, 0.75258,-0.64237, 11446.31657, 52242.90475,-1591.76000, 2977.97350, 0.75293,-0.64268, 11456.54789, 52290.66274,-1591.76000, 2977.97350, 0.75362,-0.64326, 2872.58185, 13111.83840,-1591.76000, 2977.97350, 0.75588,-0.64518, 2877.26667, 13132.94116,-1591.76000, 2977.97350, 0.75709,-0.64622, 2874.73213, 13121.52237,-1591.76000, 2977.97350, 0.75644,-0.64566,
5, 0002.53125, 27, 11424.07958, 48152.79848,-1591.76000, 2715.80354, 0.71012,-0.67912, 11429.54081, 48175.18880,-1591.76000, 2715.80354, 0.71045,-0.67944, 11439.77640, 48219.26047,-1591.76000, 2715.80354, 0.71110,-0.68005, 2868.45676, 12090.98982,-1591.76000, 2715.80354, 0.71324,-0.68209, 2873.17472, 12110.41443,-1591.76000, 2715.80354, 0.71438,-0.68319, 2870.60733, 12099.93967,-1591.76000, 2715.80354, 0.71377,-0.68260,
5, 0002.71875, 29, 11406.19414, 44633.66384,-1591.76000, 2486.57468, 0.66559,-0.71277, 11411.70344, 44654.37083,-1591.76000, 2486.57468, 0.66590,-0.71310, 11421.94451, 44695.20052,-1591.76000, 2486.57468, 0.66651,-0.71375, 2864.00421, 11207.38122,-1591.76000, 2486.57468, 0.66852,-0.71589, 2868.66269, 11225.41664,-1591.76000, 2486.57468, 0.66959,-0.71705, 2866.11479, 11215.67079,-1591.76000, 2486.57468, 0.66901,-0.71642,
